524,Jared Ely,jared.ely@sakilacustomer.org,530,t,1
1,Mary Smith,mary.smith@sakilacustomer.org,5,t,1
2,Patricia Johnson,patricia.johnson@sakilacustomer.org,6,t,1
3,Linda Williams,linda.williams@sakilacustomer.org,7,t,1
4,Barbara Jones,barbara.jones@sakilacustomer.org,8,t,1
5,Elizabeth Brown,elizabeth.brown@sakilacustomer.org,9,t,1
6,Jennifer Davis,jennifer.davis@sakilacustomer.org,10,t,1
7,Maria Miller,maria.miller@sakilacustomer.org,11,t,1
8,Susan Wilson,susan.wilson@sakilacustomer.org,12,t,1
9,Margaret Moore,margaret.moore@sakilacustomer.org,13,t,1
10,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,14,t,1
11,Lisa Anderson,lisa.anderson@sakilacustomer.org,15,t,1
12,Nancy Thomas,nancy.thomas@sakilacustomer.org,16,t,1
13,Karen Jackson,karen.jackson@sakilacustomer.org,17,t,1
14,Betty White,betty.white@sakilacustomer.org,18,t,1
15,Helen Harris,helen.harris@sakilacustomer.org,19,t,1
16,Sandra Martin,sandra.martin@sakilacustomer.org,20,t,0
17,Donna Thompson,donna.thompson@sakilacustomer.org,21,t,1
18,Carol Garcia,carol.garcia@sakilacustomer.org,22,t,1
19,Ruth Martinez,ruth.martinez@sakilacustomer.org,23,t,1
20,Sharon Robinson,sharon.robinson@sakilacustomer.org,24,t,1
21,Michelle Clark,michelle.clark@sakilacustomer.org,25,t,1
22,Laura Rodriguez,laura.rodriguez@sakilacustomer.org,26,t,1
23,Sarah Lewis,sarah.lewis@sakilacustomer.org,27,t,1
24,Kimberly Lee,kimberly.lee@sakilacustomer.org,28,t,1
25,Deborah Walker,deborah.walker@sakilacustomer.org,29,t,1
26,Jessica Hall,jessica.hall@sakilacustomer.org,30,t,1
27,Shirley Allen,shirley.allen@sakilacustomer.org,31,t,1
28,Cynthia Young,cynthia.young@sakilacustomer.org,32,t,1
29,Angela Hernandez,angela.hernandez@sakilacustomer.org,33,t,1
30,Melissa King,melissa.king@sakilacustomer.org,34,t,1
31,Brenda Wright,brenda.wright@sakilacustomer.org,35,t,1
32,Amy Lopez,amy.lopez@sakilacustomer.org,36,t,1
33,Anna Hill,anna.hill@sakilacustomer.org,37,t,1
34,Rebecca Scott,rebecca.scott@sakilacustomer.org,38,t,1
35,Virginia Green,virginia.green@sakilacustomer.org,39,t,1
36,Kathleen Adams,kathleen.adams@sakilacustomer.org,40,t,1
37,Pamela Baker,pamela.baker@sakilacustomer.org,41,t,1
38,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,42,t,1
39,Debra Nelson,debra.nelson@sakilacustomer.org,43,t,1
40,Amanda Carter,amanda.carter@sakilacustomer.org,44,t,1
41,Stephanie Mitchell,stephanie.mitchell@sakilacustomer.org,45,t,1
42,Carolyn Perez,carolyn.perez@sakilacustomer.org,46,t,1
43,Christine Roberts,christine.roberts@sakilacustomer.org,47,t,1
44,Marie Turner,marie.turner@sakilacustomer.org,48,t,1
45,Janet Phillips,janet.phillips@sakilacustomer.org,49,t,1
46,Catherine Campbell,catherine.campbell@sakilacustomer.org,50,t,1
47,Frances Parker,frances.parker@sakilacustomer.org,51,t,1
48,Ann Evans,ann.evans@sakilacustomer.org,52,t,1
49,Joyce Edwards,joyce.edwards@sakilacustomer.org,53,t,1
50,Diane Collins,diane.collins@sakilacustomer.org,54,t,1
51,Alice Stewart,alice.stewart@sakilacustomer.org,55,t,1
52,Julie Sanchez,julie.sanchez@sakilacustomer.org,56,t,1
53,Heather Morris,heather.morris@sakilacustomer.org,57,t,1
54,Teresa Rogers,teresa.rogers@sakilacustomer.org,58,t,1
55,Doris Reed,doris.reed@sakilacustomer.org,59,t,1
56,Gloria Cook,gloria.cook@sakilacustomer.org,60,t,1
57,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,61,t,1
58,Jean Bell,jean.bell@sakilacustomer.org,62,t,1
59,Cheryl Murphy,cheryl.murphy@sakilacustomer.org,63,t,1
60,Mildred Bailey,mildred.bailey@sakilacustomer.org,64,t,1
61,Katherine Rivera,katherine.rivera@sakilacustomer.org,65,t,1
62,Joan Cooper,joan.cooper@sakilacustomer.org,66,t,1
63,Ashley Richardson,ashley.richardson@sakilacustomer.org,67,t,1
64,Judith Cox,judith.cox@sakilacustomer.org,68,t,0
65,Rose Howard,rose.howard@sakilacustomer.org,69,t,1
66,Janice Ward,janice.ward@sakilacustomer.org,70,t,1
67,Kelly Torres,kelly.torres@sakilacustomer.org,71,t,1
68,Nicole Peterson,nicole.peterson@sakilacustomer.org,72,t,1
69,Judy Gray,judy.gray@sakilacustomer.org,73,t,1
70,Christina Ramirez,christina.ramirez@sakilacustomer.org,74,t,1
71,Kathy James,kathy.james@sakilacustomer.org,75,t,1
72,Theresa Watson,theresa.watson@sakilacustomer.org,76,t,1
73,Beverly Brooks,beverly.brooks@sakilacustomer.org,77,t,1
74,Denise Kelly,denise.kelly@sakilacustomer.org,78,t,1
75,Tammy Sanders,tammy.sanders@sakilacustomer.org,79,t,1
76,Irene Price,irene.price@sakilacustomer.org,80,t,1
77,Jane Bennett,jane.bennett@sakilacustomer.org,81,t,1
78,Lori Wood,lori.wood@sakilacustomer.org,82,t,1
79,Rachel Barnes,rachel.barnes@sakilacustomer.org,83,t,1
80,Marilyn Ross,marilyn.ross@sakilacustomer.org,84,t,1
81,Andrea Henderson,andrea.henderson@sakilacustomer.org,85,t,1
82,Kathryn Coleman,kathryn.coleman@sakilacustomer.org,86,t,1
83,Louise Jenkins,louise.jenkins@sakilacustomer.org,87,t,1
84,Sara Perry,sara.perry@sakilacustomer.org,88,t,1
85,Anne Powell,anne.powell@sakilacustomer.org,89,t,1
86,Jacqueline Long,jacqueline.long@sakilacustomer.org,90,t,1
87,Wanda Patterson,wanda.patterson@sakilacustomer.org,91,t,1
88,Bonnie Hughes,bonnie.hughes@sakilacustomer.org,92,t,1
89,Julia Flores,julia.flores@sakilacustomer.org,93,t,1
90,Ruby Washington,ruby.washington@sakilacustomer.org,94,t,1
91,Lois Butler,lois.butler@sakilacustomer.org,95,t,1
92,Tina Simmons,tina.simmons@sakilacustomer.org,96,t,1
93,Phyllis Foster,phyllis.foster@sakilacustomer.org,97,t,1
94,Norma Gonzales,norma.gonzales@sakilacustomer.org,98,t,1
95,Paula Bryant,paula.bryant@sakilacustomer.org,99,t,1
96,Diana Alexander,diana.alexander@sakilacustomer.org,100,t,1
97,Annie Russell,annie.russell@sakilacustomer.org,101,t,1
98,Lillian Griffin,lillian.griffin@sakilacustomer.org,102,t,1
99,Emily Diaz,emily.diaz@sakilacustomer.org,103,t,1
100,Robin Hayes,robin.hayes@sakilacustomer.org,104,t,1
101,Peggy Myers,peggy.myers@sakilacustomer.org,105,t,1
102,Crystal Ford,crystal.ford@sakilacustomer.org,106,t,1
103,Gladys Hamilton,gladys.hamilton@sakilacustomer.org,107,t,1
104,Rita Graham,rita.graham@sakilacustomer.org,108,t,1
105,Dawn Sullivan,dawn.sullivan@sakilacustomer.org,109,t,1
106,Connie Wallace,connie.wallace@sakilacustomer.org,110,t,1
107,Florence Woods,florence.woods@sakilacustomer.org,111,t,1
108,Tracy Cole,tracy.cole@sakilacustomer.org,112,t,1
109,Edna West,edna.west@sakilacustomer.org,113,t,1
110,Tiffany Jordan,tiffany.jordan@sakilacustomer.org,114,t,1
111,Carmen Owens,carmen.owens@sakilacustomer.org,115,t,1
112,Rosa Reynolds,rosa.reynolds@sakilacustomer.org,116,t,1
113,Cindy Fisher,cindy.fisher@sakilacustomer.org,117,t,1
114,Grace Ellis,grace.ellis@sakilacustomer.org,118,t,1
115,Wendy Harrison,wendy.harrison@sakilacustomer.org,119,t,1
116,Victoria Gibson,victoria.gibson@sakilacustomer.org,120,t,1
117,Edith Mcdonald,edith.mcdonald@sakilacustomer.org,121,t,1
118,Kim Cruz,kim.cruz@sakilacustomer.org,122,t,1
119,Sherry Marshall,sherry.marshall@sakilacustomer.org,123,t,1
120,Sylvia Ortiz,sylvia.ortiz@sakilacustomer.org,124,t,1
121,Josephine Gomez,josephine.gomez@sakilacustomer.org,125,t,1
122,Thelma Murray,thelma.murray@sakilacustomer.org,126,t,1
123,Shannon Freeman,shannon.freeman@sakilacustomer.org,127,t,1
124,Sheila Wells,sheila.wells@sakilacustomer.org,128,t,0
125,Ethel Webb,ethel.webb@sakilacustomer.org,129,t,1
126,Ellen Simpson,ellen.simpson@sakilacustomer.org,130,t,1
127,Elaine Stevens,elaine.stevens@sakilacustomer.org,131,t,1
128,Marjorie Tucker,marjorie.tucker@sakilacustomer.org,132,t,1
129,Carrie Porter,carrie.porter@sakilacustomer.org,133,t,1
130,Charlotte Hunter,charlotte.hunter@sakilacustomer.org,134,t,1
131,Monica Hicks,monica.hicks@sakilacustomer.org,135,t,1
132,Esther Crawford,esther.crawford@sakilacustomer.org,136,t,1
133,Pauline Henry,pauline.henry@sakilacustomer.org,137,t,1
134,Emma Boyd,emma.boyd@sakilacustomer.org,138,t,1
135,Juanita Mason,juanita.mason@sakilacustomer.org,139,t,1
136,Anita Morales,anita.morales@sakilacustomer.org,140,t,1
137,Rhonda Kennedy,rhonda.kennedy@sakilacustomer.org,141,t,1
138,Hazel Warren,hazel.warren@sakilacustomer.org,142,t,1
139,Amber Dixon,amber.dixon@sakilacustomer.org,143,t,1
140,Eva Ramos,eva.ramos@sakilacustomer.org,144,t,1
141,Debbie Reyes,debbie.reyes@sakilacustomer.org,145,t,1
142,April Burns,april.burns@sakilacustomer.org,146,t,1
143,Leslie Gordon,leslie.gordon@sakilacustomer.org,147,t,1
144,Clara Shaw,clara.shaw@sakilacustomer.org,148,t,1
145,Lucille Holmes,lucille.holmes@sakilacustomer.org,149,t,1
146,Jamie Rice,jamie.rice@sakilacustomer.org,150,t,1
147,Joanne Robertson,joanne.robertson@sakilacustomer.org,151,t,1
148,Eleanor Hunt,eleanor.hunt@sakilacustomer.org,152,t,1
149,Valerie Black,valerie.black@sakilacustomer.org,153,t,1
150,Danielle Daniels,danielle.daniels@sakilacustomer.org,154,t,1
151,Megan Palmer,megan.palmer@sakilacustomer.org,155,t,1
152,Alicia Mills,alicia.mills@sakilacustomer.org,156,t,1
153,Suzanne Nichols,suzanne.nichols@sakilacustomer.org,157,t,1
154,Michele Grant,michele.grant@sakilacustomer.org,158,t,1
155,Gail Knight,gail.knight@sakilacustomer.org,159,t,1
156,Bertha Ferguson,bertha.ferguson@sakilacustomer.org,160,t,1
157,Darlene Rose,darlene.rose@sakilacustomer.org,161,t,1
158,Veronica Stone,veronica.stone@sakilacustomer.org,162,t,1
159,Jill Hawkins,jill.hawkins@sakilacustomer.org,163,t,1
160,Erin Dunn,erin.dunn@sakilacustomer.org,164,t,1
161,Geraldine Perkins,geraldine.perkins@sakilacustomer.org,165,t,1
162,Lauren Hudson,lauren.hudson@sakilacustomer.org,166,t,1
163,Cathy Spencer,cathy.spencer@sakilacustomer.org,167,t,1
164,Joann Gardner,joann.gardner@sakilacustomer.org,168,t,1
165,Lorraine Stephens,lorraine.stephens@sakilacustomer.org,169,t,1
166,Lynn Payne,lynn.payne@sakilacustomer.org,170,t,1
167,Sally Pierce,sally.pierce@sakilacustomer.org,171,t,1
168,Regina Berry,regina.berry@sakilacustomer.org,172,t,1
169,Erica Matthews,erica.matthews@sakilacustomer.org,173,t,0
170,Beatrice Arnold,beatrice.arnold@sakilacustomer.org,174,t,1
171,Dolores Wagner,dolores.wagner@sakilacustomer.org,175,t,1
172,Bernice Willis,bernice.willis@sakilacustomer.org,176,t,1
173,Audrey Ray,audrey.ray@sakilacustomer.org,177,t,1
174,Yvonne Watkins,yvonne.watkins@sakilacustomer.org,178,t,1
175,Annette Olson,annette.olson@sakilacustomer.org,179,t,1
176,June Carroll,june.carroll@sakilacustomer.org,180,t,1
177,Samantha Duncan,samantha.duncan@sakilacustomer.org,181,t,1
178,Marion Snyder,marion.snyder@sakilacustomer.org,182,t,1
179,Dana Hart,dana.hart@sakilacustomer.org,183,t,1
